Sample,EMPO3,Genome,PRK00290
940.CR.34.Gill,Animal surface,GCF_003012815.1,0.992772735511532
1043.Hopland.14C.Wood.TP1.04,Soil (non-saline),GCF_002094645.1,1.049052117179336
1289.KH36,Soil (non-saline),GCF_009394435.1,1.1299866380524026
2192.H03a.Nose.1431.lane6.NoIndex.L006,Animal secretion,GCF_910575295.1,0.9701924944044926
2229.W1.T31.EH4.Thomas.CMB.Seaweed.lane5.NoIndex.L005,Plant surface,GCF_014651675.1,1.0171865249460363
1883.2009.315.Crump.Artic.LTREB.main.lane3.NoIndex,Soil (non-saline),GCF_015352455.1,1.025080439023368
1883.2007.078.Crump.Artic.LTREB.main.lane1.NoIndex,Surface (non-saline),GCF_012927405.1,1.013062631711922
1034.CHC3,Soil (non-saline),GCF_003012815.1,1.1010116646233168
1481.PO4.3.T4,Animal distal gut,GCF_902388185.1,0.8761710620840304
894.SV1743.lane5.NoIndex.L005,Animal distal gut,GCF_016899585.1,0.5211035953816023
1453.45300SDZ4.E7.Pnem.feces,Animal proximal gut,GCF_910664865.1,0.9963593735963792
910.PorTA3,Animal corpus,GCF_000162475.2,0.7795586583062959
1235.sp1314,Water (saline),GCF_900143245.1,1.0290591469894943
1064.G.CV297,Animal corpus,GCF_016100925.1,1.0256083306768675
925.IG2z,Surface (non-saline),GCF_018304805.1,1.7014970931691986
550.L6S145.s.6.sequence,Animal secretion,GCF_017565785.1,0.5355576569399045
1064.G.CJV199,Animal corpus,GCF_016100925.1,1.0060247341806612
550.L6S286.s.6.sequence,Animal secretion,GCF_000162475.2,0.752063997748823
945.P12.G5.lane5.NoIndex.L005,Water (non-saline),GCF_900143245.1,1.0304114282395411
945.P1.C3.lane2.NoIndex.L002,Water (non-saline),GCF_004127515.1,0.9352566549517664
1883.2001.007.Crump.Artic.LTREB.main.lane1.NoIndex,Water (non-saline),GCF_011761565.1,0.9743045535936768
1622.UPMain.110.111,Sediment (non-saline),GCF_002977865.1,0.3511049534902977
1714.McG.PC1020,Soil (non-saline),GCF_002094495.1,1.4082746301523406
2382.DPOO1.C1.HA.2.635.gp.9.12.lane8.NoIndex.L008.sequences,Plant corpus,GCF_902813065.1,1.9991502124468885
2192.H04a.Dog.Nose.2088.lane6.NoIndex.L006,Animal secretion,GCF_001945525.1,0.9873458497863732
1632.E6H09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,Animal surface,GCF_903970945.1,1.0
1747.c.v.v.2011012.fecal,Animal distal gut,GCF_910664865.1,0.7612000924103661
2192.H04a.Nose.1836.lane6.NoIndex.L006,Animal secretion,GCF_002094495.1,1.0576346400562926
1694.St5A1.Pmoss.Jstar.16s.NoIndex.sequences,Animal surface,GCF_902386495.1,0.9747362342552602
2382.HE003.C181.HA.2.557.rhizo.4.12.lane7.NoIndex.L007.sequences,Plant rhizosphere,GCF_009394435.1,1.0422106159408473
2382.RU006.C181.RH.5.597.rhizo.4.12.lane7.NoIndex.L007.sequences,Plant rhizosphere,GCF_009394435.1,1.0306161847347692
755.LAB.IN.09.06.11.lane1.NoIndex.L001,Water (non-saline),GCF_001557375.1,0.705289558811605
723.AcidLow2.L3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence,Water (saline),GCF_900143245.1,1.055387384053744
678.seasonal.insitu.sample.560,Sediment (saline),GCF_002978535.1,1.01183363006559
1642.MS00614,Plant rhizosphere,GCF_009394435.1,1.306625558468616
1747.rinca.39.101112,Animal surface,GCF_000522985.1,0.4101413702537367
2382.SH004.C1.RH.5.623.root.9.12.lane7.NoIndex.L007.sequences,Plant rhizosphere,GCF_009394435.1,1.0576663688172592
2192.H01a.Hand.31.lane1.NoIndex.L001,Animal surface,GCF_905397375.1,0.9376045945572968
2192.H03a.Nose.1503.lane6.NoIndex.L006,Animal secretion,GCF_910664865.1,0.9510309422014616
1694.St1C7.Pmoss.Jstar.16s.NoIndex.sequences,Animal surface,GCF_016837145.1,0.9375506858608644
925.SH2z,Surface (non-saline),GCF_018304805.1,1.3747732769044745
1622.UPSub.39.40,Sediment (non-saline),GCF_004127685.1,0.9649012783850462
1622.UPMain.72.73,Sediment (non-saline),GCF_004127685.1,1.0311972095143114
662.M20,Surface (saline),GCF_011784885.1,0.9955676418456112
2192.H06b.Bathroom.Door.Knob.3246.lane2.NoIndex.L002,Surface (non-saline),GCF_900455935.1,1.011238942866163
804.3876.1436,Surface (saline),GCF_015767245.1,1.0346555438775082
2382.SH004.C1.RH.4.619.leav.9.12.lane8.NoIndex.L008.sequences,Plant corpus,GCF_902813065.1,1.9974031162604875
1240.2209BCDNA,Water (saline),GCF_900114125.1,1.1906089582625352
1037.SBS1.OM2C0.ORG,Soil (non-saline),GCF_003012815.1,1.10117536866327
2192.H07a.Hand.3658.lane6.NoIndex.L006,Animal surface,GCF_905397375.1,0.9215060980357692
1734.BD.NBS1076,Animal distal gut,GCF_902364575.1,0.0748362956033676
2229.S2.T2.4.HP4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_014651675.1,1.0416360789215062
1622.UPSub.35.36,Sediment (non-saline),GCF_007094035.1,1.2841567761128878
933.N.3.2.S.E.5,Plant surface,GCF_900156625.1,1.1345328741287128
550.L6S66.s.6.sequence,Animal secretion,GCF_011058205.1,0.5895167711992606
1064.W.CV254,Animal corpus,GCF_900094785.1,1.000300450676014
1702.DCF4,Soil (non-saline),GCF_009394435.1,1.023726761742172
1198.NOR17.STA2.CORE3.1of3,Sediment (saline),GCF_011813015.1,1.0287266246129538
1642.MS00330,Water (non-saline),GCF_015999335.1,1.010317311936752
638.RMK.ENR.20.2,Water (non-saline),GCF_002094645.1,0.9982985539599156
2192.H07b.Nose.4140.lane1.NoIndex.L001,Animal secretion,GCF_005280295.1,1.0056129096922923
2192.H05b.Kitchen.Light.Switch.2787.lane6.NoIndex.L006,Surface (non-saline),GCF_900455935.1,0.857598536272682
2229.S2.N1.9.HE5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_017368475.1,1.0656442899782494
550.L6S111.s.6.sequence,Animal secretion,GCF_017565785.1,0.7671536159141334
2192.H03a.Nose.1353.lane6.NoIndex.L006,Animal secretion,GCF_015352455.1,1.0295992940538987
1453.45661SDZ2.F2.Pnem.duod,Animal proximal gut,GCF_018913885.1,0.2404760927400044
722.SLEpi20M.3.s.3.1.sequence,Water (non-saline),GCF_014644295.1,0.9765482221716828
2229.S2.T23.PH6.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_014651675.1,1.0127896153273204
1001.SKB4,Soil (non-saline),GCF_015352455.1,1.2190706962658246
2192.H07b.Bathroom.Door.Knob.4062.lane2.NoIndex.L002,Surface (non-saline),GCF_902386495.1,0.963364488873124
2192.H07b.Kitchen.Light.Switch.3843.lane2.NoIndex.L002,Surface (non-saline),GCF_910664865.1,0.9631399786223604
638.RMK.ENR.27.1,Water (non-saline),GCF_900143245.1,1.191282907591842
1642.MS00132,Soil (non-saline),GCF_009394435.1,0.8587603721867088
2382.GM.181.R2.root.10.12.lane7.NoIndex.L007.sequences,Plant rhizosphere,GCF_002094495.1,1.0244085828613363
1521.229.2.s.7.1.sequences,Water (non-saline),GCF_009905605.1,0.9975186238336258
2192.H03a.Kitchen.Light.Switch.1467.lane5.NoIndex.L005,Surface (non-saline),GCF_001945525.1,0.9722273541449588
894.MR190.lane3.NoIndex.L003,Animal distal gut,GCF_014876705.1,1.0213423851282717
2229.W1.T3.6.HP4.Thomas.CMB.Seaweed.lane5.NoIndex.L005,Plant surface,GCF_900156625.1,1.1909868584856538
2192.H03a.Front.Door.Knob.1349.lane5.NoIndex.L005,Surface (non-saline),GCF_001945525.1,1.0014822949076985
1064.W.CV348,Animal corpus,GCF_016100875.1,1.0000715911856932
1289.KH41,Soil (non-saline),GCF_009394435.1,1.2338664308885592
1622.UPSub.72.73,Sediment (non-saline),GCF_002310495.1,0.6549621061031401
809.PLRP20.106,Surface (non-saline),GCF_009394435.1,1.347555537855575
2192.H02a.Kitchen.Floor.698.lane2.NoIndex.L002,Surface (non-saline),GCF_015352455.1,0.9765873930202302
925.SJ2x,Surface (non-saline),GCF_007556675.1,1.4444252376836646
1288.TBE04Oct08.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,Water (non-saline),GCF_016522075.1,1.049976069908294
1773.Columb.passer9.ugi,Animal proximal gut,GCF_900106245.1,0.9640671709056337
723.IC3.S3.G3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence,Water (saline),GCF_001557375.1,1.504150352071419
933.N.1.1.H.E.2,Plant surface,GCF_014651675.1,1.1451079660651886
1774.L526.Vagi.Puer,Animal secretion,GCF_902374445.1,1.0
1621.A8876,Animal distal gut,GCF_003111625.1,0.9696329669541608
1711.KAM6.1,Soil (non-saline),GCF_002094495.1,1.3059836814219512
1039.P.Massambaba.SA.1.4,Water (saline),GCF_009394435.1,2.6452668123258447
1197.SE.20101019.GY.LBNL13.BC.482,Sediment (saline),GCF_011813015.1,1.082849841042223
1240.2408TCDNA,Water (saline),GCF_002954615.1,1.0919019932118963
1521.Sample318.s.7.1.sequences,Animal secretion,GCF_017877355.1,1.0001363226410842
2182.CPZXOC,Animal distal gut,GCF_016899585.1,1.0626434169623549
1235.sp1615,Water (saline),GCF_900143245.1,0.9876396019216984
1642.MS00416,Plant rhizosphere,GCF_009394435.1,1.0841681163775596
925.IE2x,Surface (non-saline),GCF_018304805.1,1.784349172164179
1715.McG.NP3,Soil (non-saline),GCF_009394435.1,1.238166943506834
1481.NA.06.T0,Animal distal gut,GCF_910664865.1,1.0996509469040787
1198.NOR09.STA1.CORE3.2of3,Sediment (saline),GCF_011813015.1,1.077623717930701
1036.B.Ac.7.2.s.4.1.sequences,Soil (non-saline),GCF_015354445.1,1.197358298355918
1240.2704T,Water (saline),GCF_002250215.1,0.9207389837971244
804.3873.1233A,Surface (saline),GCF_905367745.1,1.0153843119160264
1883.2007.377.Crump.Artic.LTREB.main.lane2.NoIndex,Sediment (non-saline),GCF_009394435.1,1.1870678386310185
1883.2007.385.Crump.Artic.LTREB.main.lane2.NoIndex,Surface (non-saline),GCF_012927405.1,1.0343801162554114
2300.BB.07.lavage20,Animal distal gut,GCF_902386405.1,0.1143101205881604
1621.Q8783,Animal distal gut,GCF_003111625.1,0.981605060368198
933.W.2.3.S.E.5,Plant surface,GCF_014764305.1,1.0052597466797026
678.T.RFLP.Sample.640,Sediment (saline),GCF_013387475.1,1.0095733641660776
1883.2004.132.Crump.Artic.LTREB.main.lane1.NoIndex,Water (non-saline),GCF_002259525.1,1.016922421785427
1064.W.CV271,Animal corpus,GCF_015999335.1,1.0021850126227996
2229.W2.T21.PH3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_009807005.1,1.035635358709664
1453.44568SDZ5.G4.Pnem.feces,Animal proximal gut,GCF_910664865.1,0.3420694962529222
1674.McG.G110713So1,Soil (non-saline),GCF_009394435.1,1.1895406687451024
1235.sp1284,Water (saline),GCF_000257665.1,1.0473678411876886
550.L1S184.s.1.sequence,Animal distal gut,GCF_018408705.1,0.527568671261289
933.W.3.1.S.E.4,Plant surface,GCF_014651675.1,1.0516340815451992
2229.W2.N23.ES2.Thomas.CMB.Seaweed.lane5.NoIndex.L005,Plant surface,GCF_017368475.1,1.0051372255076765
1774.61.Vagi.Puer,Animal secretion,GCF_902374445.1,0.9289088976883976
550.L4S176.s.4.sequence,Animal surface,GCF_900455935.1,0.9372182972177489
1632.E6C08.r.EMPbird.v4.NoIndex.L001,Animal surface,GCF_902386495.1,0.9350238821723535
1642.MS00399,Plant rhizosphere,GCF_009394435.1,0.638742546673455
2229.W2.T3.5.HP2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_014651675.1,1.1062358642972536
1222.B4.5.16.06,Water (saline),GCF_000257665.1,1.0329402774512826
1883.2009.313.Crump.Artic.LTREB.main.lane3.NoIndex,Sediment (non-saline),GCF_012927405.1,1.5242490402045343
1064.G.CV307,Animal corpus,GCF_900094785.1,1.038132944363409
2229.S1.T21.EH3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_014651675.1,1.0182802816053913
1242.ME27Sep07EB1R2,Water (non-saline),GCF_015999335.1,1.0236947592507102
910.PocTA2,Animal corpus,GCF_910575295.1,1.879908837997329
1521.Too.3.s.6.1.sequences,Soil (non-saline),GCF_009394175.1,0.933702164567422
2382.HE003.C181.HA.3.764.leav.9.12.lane8.NoIndex.L008.sequences,Plant corpus,GCF_903772885.2,1.9088816337167636
678.T.RFLP.Sample.815,Sediment (saline),GCF_900116175.1,0.9841653254466668
1694.St3A12.r.EMPbird.v4.NoIndex.L001,Animal surface,GCF_902386495.1,0.959437751004016
1039.P.Massambaba.SA,Hypersaline (saline),GCF_905397375.1,0.9718620095050748
1289.KH1,Soil (non-saline),GCF_009394435.1,1.139642548864697
1235.sp1587,Water (saline),GCF_000257665.1,0.981809535230896
1240.1503T,Water (saline),GCF_900114125.1,0.9240535875614656
2300.BB.4061.anus,Animal distal gut,GCF_014876705.1,0.5993087309424042
864.5.CON.addV.noG.noW.B.lane2.NoIndex,Soil (non-saline),GCF_902386495.1,0.393034717555032
2229.T.B.I.1.SE5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_014651675.1,1.0409165490047154
550.L6S40.s.6.sequence,Animal secretion,GCF_003999875.1,0.783407161471427
933.Phylospora.comosa.3.5,Plant surface,GCF_016595465.1,1.0058438881547132
1773.Thraupis.gauco3.gizz,Animal proximal gut,GCF_014651675.1,1.0414652078947064
2192.H04a.Kitchen.Floor.1898.lane6.NoIndex.L006,Surface (non-saline),GCF_014876705.1,0.8579996134369624
2229.W1.T21.EH2.Thomas.CMB.Seaweed.lane5.NoIndex.L005,Plant surface,GCF_004339015.1,1.0181090527154524
722.TS29.6.s.7.1.sequence,Animal distal gut,GCF_900169665.1,1.4602489669630476
1665.IFAW12.172Dd,Animal surface,GCF_900142565.1,1.0269999421984417
1288.TBH01July08.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,Water (non-saline),GCF_016522075.1,1.0431539836743555
945.P12.G12.lane5.NoIndex.L005,Water (non-saline),GCF_004127515.1,0.7680803030165286
1747.L00376.81812.feces,Animal distal gut,GCF_902386495.1,0.8575913645507844
1642.MS00445,Plant rhizosphere,GCF_009394435.1,1.2808918288555382
925.SF5z,Surface (non-saline),GCF_016919485.1,1.0
925.IN5y,Surface (non-saline),GCF_002368395.1,1.248912863008783
1622.UPSub.85.86,Sediment (non-saline),GCF_001581925.1,0.5869528266286068
1883.2008.123.Crump.Artic.LTREB.main.lane2.NoIndex,Sediment (non-saline),GCF_011761565.1,1.248745911879769
1748.5.15.12.FI.10.D,Animal surface,GCF_015767245.1,0.9853168654165736
723.C6.3m.L3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence,Water (saline),GCF_900143245.1,0.7898233925209726
1521.MZ.23b.blank.s.8.1.sequences,Aerosol (non-saline),GCF_902505555.1,0.9456845607034235
1774.51Nasal23.10.09,Animal secretion,GCF_900453115.1,0.9982186397087476
1714.McG.PA02,Soil (non-saline),GCF_002094495.1,1.131587566860046
905.Alsback.0.5to0.75cm,Sediment (saline),GCF_900116175.1,1.0002168925267834
1222.B6.5.13.06,Water (saline),GCF_000257665.1,1.0031899234826396
1198.SWE29.KBB3.SS4.5,Sediment (saline),GCF_900143245.1,1.1198406690871798
2382.GM.181.R4.bulk.10.12.lane7.NoIndex.L007.sequences,Soil (non-saline),GCF_009394435.1,1.1726256107416844
1521.Sample189.s.7.1.sequences,Animal secretion,GCF_900447295.1,1.0828838838572272
807.W.S.11.a,Sediment (non-saline),GCF_009394435.1,1.250114924159411
1453.45187SDZ5.A8.Tfran.stom,Animal proximal gut,GCF_910664865.1,0.9577685021206404
550.L2S50.s.2.sequence,Animal distal gut,GCF_018913925.1,0.5664697381983506
1774.528.Inte.Puer,Animal distal gut,GCF_910664865.1,0.9125287839467816
1579.F.4.0,Soil (non-saline),GCF_902374445.1,1.0756121913542225
550.L1S209.s.1.sequence,Animal distal gut,GCF_018408705.1,0.4323621318449865
1747.992316.skin,Animal surface,GCF_014876705.1,1.016032229752994
1064.G.CV45,Animal corpus,GCF_016100925.1,1.0353973168214654
1883.2008.271.Crump.Artic.LTREB.main.lane2.NoIndex,Sediment (non-saline),GCF_002887735.1,1.2887689414423795
1235.sp1145,Water (saline),GCF_900143245.1,1.2371061654246307
1642.MS00346,Plant rhizosphere,GCF_009394435.1,0.8072445118396798
1736.B17.0609,Animal distal gut,GCF_905397375.1,1.0625093072669327
2382.SH007.C6.RH.5.721.bulk.9.12.lane7.NoIndex.L007.sequences,Soil (non-saline),GCF_015352455.1,1.1487057731994568
925.SA5y,Surface (non-saline),GCF_007556675.1,1.1730731707317072
1288.TBH04Oct08.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,Water (non-saline),GCF_016522075.1,1.0393820247275216
2192.H06b.Nose.3225.lane6.NoIndex.L006,Animal secretion,GCF_905397375.1,1.1555526575114603
1774.269.Inte.Puer,Animal distal gut,GCF_015865055.1,0.7772334900180701
1198.NOR18.STA2.CORE3.2of3,Sediment (saline),GCF_011813015.1,1.055223384950403
722.TRRsed3.6.s.7.1.sequence,Sediment (non-saline),GCF_902388185.1,0.9818726177812094
1883.2008.311.Crump.Artic.LTREB.main.lane2.NoIndex,Sediment (non-saline),GCF_012927405.1,1.064110641201784
1453.45560SDZ2.A8.Pnem.stom,Animal proximal gut,GCF_910664865.1,0.964392416213016
1521.Am2.3.s.7.1.sequences,Animal secretion,GCF_900447295.1,0.9079937209164748
1696.VH0003B,Animal distal gut,GCF_902143525.1,1.0550842667268712
722.AQC1cm.1.s.1.1.sequence,Water (non-saline),GCF_014696345.1,1.0457730462626695
2382.SH004.C1.RH.2.8.r1.leav.6.11.lane8.NoIndex.L008.sequences,Plant corpus,GCF_903970945.1,1.9804905437772296
1734.LD.NBS1072E,Animal distal gut,GCF_017908035.1,0.9132642965503596
1622.DP.11.12A.1,Sediment (non-saline),GCF_016522075.1,1.098942072219766
1714.McG.OPB02,Soil (non-saline),GCF_004127685.1,1.078107518891837
933.T.2.1.S.E.4,Plant surface,GCF_003013815.1,1.0295968576175862
1694.St3C11.r.EMPbird.v4.NoIndex.L001,Animal surface,GCF_900447295.1,0.7580331476769003
1883.2008.283.Crump.Artic.LTREB.main.lane2.NoIndex,Surface (non-saline),GCF_012927405.1,1.1004953255554508
1747.DZF.612012.RJ.skin.2,Animal surface,GCF_009394435.1,0.9554660330699016
1578.A1.high.06to0.1,Soil (non-saline),GCF_009394175.1,1.0358816268259916
1622.UPSub.8.9,Sediment (non-saline),GCF_002978245.1,1.4214796718163871
1235.sp1089,Water (saline),GCF_900143245.1,1.1340906501400618
2229.W1.T3.6.HP5.Thomas.CMB.Seaweed.lane5.NoIndex.L005,Plant surface,GCF_014651675.1,1.1795101694115429
1774.17Nasal22.10.09,Animal secretion,GCF_000162475.2,0.9976597521008832
2229.W2.N1.6.HP1.Thomas.CMB.Seaweed.lane5.NoIndex.L005,Plant surface,GCF_014651675.1,1.0178479037795178
1694.St1C4.Pmoss.Jstar.16s.NoIndex.sequences,Animal surface,GCF_900112825.1,1.1407268031644715
1064.G.CV214,Animal corpus,GCF_016100925.1,1.042984613935492
1621.R8866,Animal distal gut,GCF_910664865.1,0.9691662670683784
945.P5.B6.lane2.NoIndex.L002,Water (non-saline),GCF_004127515.1,0.993006586897234
1235.sp0753,Water (saline),GCF_900143245.1,1.1122443691087849
2229.T.B.I.2.SE2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_014651675.1,1.02629271097264
894.OS599.lane3.NoIndex.L003,Animal distal gut,GCF_014773245.1,0.9963046633182892
722.CC1.6.s.7.1.sequence,Soil (non-saline),GCF_002094495.1,1.0086480875472943
2382.SH007.C6.RH.5.523.root.4.12.lane7.NoIndex.L007.sequences,Plant rhizosphere,GCF_009394435.1,1.1339018518190762
1674.McG.G110715Ly6,Soil (non-saline),GCF_009394435.1,1.233407073406289
1056.Ory.afe.Colch.6,Animal distal gut,GCF_007830335.1,1.042719637479678
2192.H05b.Nose.2673.lane5.NoIndex.L005,Animal secretion,GCF_900143245.1,0.9926613101290164
1064.G.CJV204,Animal corpus,GCF_016100925.1,1.014480910041841
1883.2007.531.Crump.Artic.LTREB.main.lane2.NoIndex,Water (non-saline),GCF_014644295.1,1.0080250988180428
958.N.07,Animal secretion,GCF_011058205.1,0.9062826607095208
1642.MS00589,Plant rhizosphere,GCF_009394435.1,1.1043055529649444
933.N.2.2.S.E.5,Plant surface,GCF_014651675.1,1.0378171939529508
1198.SWE23.KBB2.SS3.5,Sediment (saline),GCF_900143245.1,1.118518967599673
1235.sp1271,Water (saline),GCF_000257665.1,1.2186649674407954
2382.SH004.C1.RH.4.616.bulk.9.12.lane7.NoIndex.L007.sequences,Soil (non-saline),GCF_009394435.1,1.1628175778284993
678.OA.mesocosm.370,Sediment (saline),GCF_900116175.1,1.0597277067331148
2192.H06b.Nose.3159.lane6.NoIndex.L006,Animal secretion,GCF_900447295.1,0.9932083966834792
1692.Soil.BE.PolygonB.Medium.Center.7.28.2012,Soil (non-saline),GCF_004766215.1,1.0329633419626172
1481.NA.18.T0,Animal distal gut,GCF_902388185.1,1.0712237784791685
1747.Sanchez.72612.skin2,Animal surface,GCF_001570965.1,0.8386705585793812
1774.452.Oral.Puer,Animal secretion,GCF_900455005.1,0.9951265107085048
550.L6S187.s.6.sequence,Animal secretion,GCF_000162475.2,0.682610277187763
678.T.RFLP.Sample.639,Sediment (saline),GCF_013387475.1,1.1464178308704176
1747.992491.fecal,Animal distal gut,GCF_910664865.1,0.9538349377829168
1734.BD.ERD503,Animal distal gut,GCF_910664865.1,0.2828781607420227
2229.W2.T3.6.HP5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_014651675.1,1.019771926124552
550.L6S244.s.6.sequence,Animal secretion,GCF_017565785.1,0.8418842530282639
894.UY15.lane3.NoIndex.L003,Animal distal gut,GCF_905397375.1,1.0263188334803268
2229.S1.T22.EH4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_014651675.1,1.0424583171772006
2229.W2.T3.4.HP1.Thomas.CMB.Seaweed.lane5.NoIndex.L005,Plant surface,GCF_014651675.1,1.0310647441041705
2080.S60D5450.2,Water (saline),GCF_011813015.1,0.9135176551033732
2229.W2.T21.PH2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_003013815.1,1.0185654763266774
1037.SBS2.OM2C0.ORG,Soil (non-saline),GCF_009394435.1,1.05491407714709
2182.CPZFOB,Animal distal gut,GCF_902388185.1,1.1510615661012775
1288.FBH06Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,Water (non-saline),GCF_016522075.1,0.9929664055923416
2192.H01a.Nose.225.lane6.NoIndex.L006,Animal secretion,GCF_015352455.1,0.9156157725413988
2229.B.I.chem.HEpL4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_014651675.1,1.0008989629819889
1642.MS00556,Plant rhizosphere,GCF_009394435.1,1.279410312203137
925.IO4z,Surface (non-saline),GCF_018304805.1,1.2913657081251488
925.SG4y,Surface (non-saline),GCF_004685085.1,1.0173243503368623
1030.TVF.Control.Loc5.D10.Rep2,Soil (non-saline),GCF_018342435.1,1.067148906466154
1883.2007.367.Crump.Artic.LTREB.main.lane2.NoIndex,Sediment (non-saline),GCF_009394435.1,1.1304138761166571
1622.UPMain.40.41B,Sediment (non-saline),GCF_015476545.1,1.0320537793625577
1736.R3.0410,Animal distal gut,GCF_018913905.1,1.020322777426114
2382.SH005.C3.RH.1.652.rhizo.9.12.lane7.NoIndex.L007.sequences,Plant rhizosphere,GCF_015352455.1,1.1844082932359807
1521.MZ.90a.s.8.1.sequences,Aerosol (non-saline),GCF_015352455.1,1.0029712920928846
1774.276.Oral.Puer,Animal secretion,GCF_000162475.2,0.9923025386062928
958.O.01,Animal secretion,GCF_000162475.2,0.7836362464741046
1694.St3E9.r.EMPbird.v4.NoIndex.L001,Animal surface,GCF_902706185.1,1.0
1453.45661SDZ2.F5.Pnem.stom,Animal proximal gut,GCF_910664865.1,0.9216839131914994
1521.8.W.s.6.1.sequences,Water (non-saline),GCF_015352455.1,1.0233104684960292
1622.UPSub.58.59,Sediment (non-saline),GCF_002977865.1,0.6851017362348281
2382.DPOO1.C1.HA.5.647.rhizo.9.12.lane7.NoIndex.L007.sequences,Plant rhizosphere,GCF_009394435.1,1.120324231883237
1034.CHB10,Soil (non-saline),GCF_002094575.1,1.0140541405963124
1240.0109BCDNA,Water (saline),GCF_001746755.1,1.1688751363396852
1453.54379SDZ1.H1.Tfran.stom,Animal proximal gut,GCF_900167415.1,1.0081162439219598
1521.228.11.s.7.1.sequences,Water (non-saline),GCF_001557375.1,1.031487959903532
963.Iguana.50.060910.HPT.vial.207,Animal distal gut,GCF_900626285.1,0.7014802443491405
1774.408.Oral.Puer,Animal secretion,GCF_910664865.1,0.9464730589780052
1453.48000SDZ3.H2.Cang.stom,Animal proximal gut,GCF_016899585.1,0.9733758470733962
933.N.1.2.H.E.5,Plant surface,GCF_016798225.1,1.002763957987839
723.C10.0m.G3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence,Water (saline),GCF_900143245.1,0.9966874219581486
776.SN.BE.T1B,Soil (non-saline),GCF_001557375.1,1.0421163738947323
1481.PO6.3.T8,Animal distal gut,GCF_018913885.1,1.1017157156951838
2192.H05b.Nose.2865.lane5.NoIndex.L005,Animal secretion,GCF_002094495.1,0.9750664972769918
2382.HE003.C181.HA.5.772.rhizo.9.12.lane7.NoIndex.L007.sequences,Plant rhizosphere,GCF_009394435.1,1.1932863122758222
1235.sp1543,Water (saline),GCF_900143245.1,1.0090100224665235
550.L2S313.s.2.sequence,Animal surface,GCF_910664865.1,0.9693786666765168
2192.H04a.Nose.1887.lane6.NoIndex.L006,Animal secretion,GCF_910575295.1,1.0439443033910374
678.OA.mesocosm.442,Sediment (saline),GCF_002976775.1,1.0821047373002275
894.SV1306.lane5.NoIndex.L005,Animal distal gut,GCF_902143525.1,1.0096814856692902
1521.Aphid45.s.7.1.sequences,Animal secretion,GCF_900453115.1,0.9994991244217868
2382.DPOO1.C1.HA.3.638.root.9.12.lane7.NoIndex.L007.sequences,Plant rhizosphere,GCF_009394435.1,1.0475192579950303
2338.0624.3.M,Animal distal gut,GCF_900221055.1,0.9974765317452304
1521.229.9.s.7.1.sequences,Water (non-saline),GCF_000725345.1,1.0190144304082691
940.CR.56.Fecal,Animal distal gut,GCF_015767245.1,1.0065986028051008
1453.54432SDZ1.H6.Tfran.stom,Animal proximal gut,GCF_900343155.1,1.3572901858935964
2192.H03a.Front.Door.Knob.1277.lane5.NoIndex.L005,Surface (non-saline),GCF_015352455.1,0.893749098645392
945.P2.D2.lane2.NoIndex.L002,Water (non-saline),GCF_900176405.1,1.260801297344568
2229.W2.N2.6.HP5.Thomas.CMB.Seaweed.lane5.NoIndex.L005,Plant surface,GCF_904846715.1,1.0088228902827483
1774.185.Skin.Puer,Animal surface,GCF_900447295.1,0.9575928224838756
933.T.1.1.H.E.4,Plant surface,GCF_014651675.1,1.023835559878489
1642.MS00377,Plant rhizosphere,GCF_009394435.1,0.9624652483897466
1064.G.CV74,Animal corpus,GCF_016100925.1,1.0243648479800085
1035.UQ870,Soil (non-saline),GCF_000423665.1,0.9566444150402198
