Sample,PRK00290,latitude_deg,longitude_deg,EMPO1,EMPO2,EMPO3
755.SSFA.L2.D50.10.05.11.lane1.NoIndex.L001,1.1493838793936555,55.906,-3.204,Free-living,Non-saline,Soil (non-saline)
2229.W2.N22.EH4.Thomas.CMB.Seaweed.lane5.NoIndex.L005,1.0087506662304693,-35.8167,150.2332,Host-associated,Plant,Plant surface
1736.B33.1109,1.0288254589910075,-23.82,31.44,Host-associated,Animal,Animal distal gut
933.T.3.2.H.P.4,1.0309218578882946,-43.12335,147.80915,Host-associated,Plant,Plant surface
1883.2006.171.Crump.Artic.LTREB.main.lane1.NoIndex,0.9901048923726772,68.587573,-149.590297,Free-living,Non-saline,Water (non-saline)
1774.49Nasal23.10.09,1.002211250184596,-2.4153,-64.9144,Host-associated,Animal,Animal secretion
1521.5.W.s.6.1.sequences,1.0780826052191834,40.01,-105.34,Free-living,Non-saline,Water (non-saline)
2192.H06b.Kitchen.Counter.3217.lane2.NoIndex.L002,1.0037859040754629,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
2080.S79D740,0.8061520520074501,42.883,-50.883,Free-living,Saline,Water (saline)
1235.sp1039,0.9998956843663972,78.933,11.883,Free-living,Saline,Water (saline)
925.IG1y,1.736191207248345,44.532,-110.876,Free-living,Non-saline,Surface (non-saline)
1521.231.1.1.s.7.1.sequences,1.1015319924453673,46.35,-119.94,Free-living,Non-saline,Water (non-saline)
1747.DZF.6132012.TJ.saliva,0.6706519456405104,39.74,-104.98,Host-associated,Animal,Animal secretion
1289.KH57,1.1539711705062032,31.078,-97.39,Free-living,Non-saline,Soil (non-saline)
905.SA.Station.5.tF,1.0013229705792517,58.22,11.37,Free-living,Saline,Sediment (saline)
1642.MS00627,1.2570813629442366,35.117,138.937,Host-associated,Plant,Plant rhizosphere
925.SD3x,1.3258800033783875,44.567,-110.863,Free-living,Non-saline,Surface (non-saline)
550.L2S123.s.2.sequence,0.9875308108044752,40.015,-105.271,Host-associated,Animal,Animal surface
722.TS29.3.s.3.1.sequence,1.4485696848058751,37.09,-95.713,Host-associated,Animal,Animal distal gut
1064.G.CV342,0.9961848666376626,18.22,-65.99,Host-associated,Animal,Animal corpus
2192.H06b.Front.Door.Knob.3125.lane5.NoIndex.L005,0.972399650274366,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
723.IC1.S3.L3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence,0.8947662039373164,78.712,-104.878,Free-living,Saline,Water (saline)
1041.S001.50,0.9898652082431414,46.993,-85.161,Free-living,Non-saline,Water (non-saline)
2229.S1.N3.4.HP2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0166522551672197,-31.5946,152.8433,Host-associated,Plant,Plant surface
722.F11Plmr.7.s.8.1.sequence,0.9846223256530084,40.015,-105.271,Host-associated,Animal,Animal surface
1242.ME30Sep04EB1R2,0.9661677921548087,43.107,-89.425,Free-living,Non-saline,Water (non-saline)
2229.S2.N22.EH5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0301036948224451,-35.8167,150.2332,Host-associated,Plant,Plant surface
550.L6S16.s.6.sequence,0.486169359192012,40.015,-105.271,Host-associated,Animal,Animal secretion
1883.2011.562.Crump.Artic.LTREB.main.lane3.NoIndex,1.1874107214039904,69.6598,-141.3395167,Free-living,Saline,Water (saline)
1883.2009.319.Crump.Artic.LTREB.main.lane3.NoIndex,1.0171627813174529,68.601493,-149.579071,Free-living,Non-saline,Surface (non-saline)
1883.2007.074.Crump.Artic.LTREB.main.lane1.NoIndex,0.9484480035737682,68.6256,-149.59605,Free-living,Non-saline,Surface (non-saline)
550.L4S69.s.4.sequence,0.9237160946864268,40.015,-105.271,Host-associated,Animal,Animal surface
2192.H01a.Kitchen.Floor.98.lane1.NoIndex.L001,0.9790006519354308,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
905.PLO6.t2.OX.0to1cm.2,1.0013257755345195,58.322,11.534,Free-living,Saline,Sediment (saline)
1642.MS00539,1.1916216828194932,35.117,138.937,Host-associated,Plant,Plant rhizosphere
1621.N8827,0.984976713833698,42.444,-76.502,Host-associated,Animal,Animal distal gut
2229.W2.N1.7.HE5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0.9440924039299052,-33.8006,151.2971,Host-associated,Plant,Plant surface
755.INB.14.06.11.lane1.NoIndex.L001,1.016330673311197,55.905,-3.204,Free-living,Non-saline,Water (non-saline)
1702.MCB3,1.1157661614463716,42.03,128.067,Free-living,Non-saline,Soil (non-saline)
1642.MS00463,1.075166419510596,35.117,138.937,Host-associated,Plant,Plant rhizosphere
1714.McG.PB1020,1.2969400421297896,2.982,102.313,Free-living,Non-saline,Soil (non-saline)
1642.MS00198,1.3946203583530443,35.117,138.937,Free-living,Non-saline,Soil (non-saline)
1883.2009.094.Crump.Artic.LTREB.main.lane3.NoIndex,0.9417918915636644,68.53698,-149.2374,Free-living,Non-saline,Water (non-saline)
1714.McG.PA210,1.072863023318979,2.982,102.313,Free-living,Non-saline,Soil (non-saline)
2192.H02a.Kitchen.Floor.890.lane2.NoIndex.L002,0.9451368283537228,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
2382.SH008.C6.HA.1.727.rhizo.9.12.lane7.NoIndex.L007.sequences,1.1821305923193526,41.01446,-72.5285,Host-associated,Plant,Plant rhizosphere
940.RD.36.Ventral,1.0975787265231047,39.03,-108.56,Host-associated,Animal,Animal surface
1521.36.W.s.6.1.sequences,0.9931687584817138,40.02,-105.48,Free-living,Non-saline,Water (non-saline)
945.P5.B10.lane2.NoIndex.L002,1.0296165989057071,53.167,13.033,Free-living,Non-saline,Water (non-saline)
2192.H07b.Nose.3948.lane1.NoIndex.L001,0.937932134313174,41.88,-87.63,Host-associated,Animal,Animal secretion
925.IG2y,1.619422352448723,44.532,-110.876,Free-living,Non-saline,Surface (non-saline)
1622.UPSub.47.48,0.8821797819644674,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
1064.G.CV294,0.933702389805414,18.22,-65.99,Host-associated,Animal,Animal corpus
1453.54323SDZ1.C7.Cguer.feces,0.855393014651779,32.72,-117.16,Host-associated,Animal,Animal proximal gut
723.C6.10m.G3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence,0.9932461370396004,78.712,-104.878,Free-living,Saline,Water (saline)
1715.McG.NA1,1.5438244428166572,13.26267,-86.236204,Free-living,Non-saline,Soil (non-saline)
945.P5.G6.lane2.NoIndex.L002,1.109406234705078,53.167,13.033,Free-living,Non-saline,Water (non-saline)
2229.S2.T2.4.HP1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0543253399125263,-43.1403,147.9681,Host-associated,Plant,Plant surface
2192.H05b.Nose.2508.lane5.NoIndex.L005,0.7683628828659926,41.88,-87.63,Host-associated,Animal,Animal secretion
940.CR.27.Dorsal,0.988581412137126,39.1,-108.36,Host-associated,Animal,Animal surface
945.P6.F4.lane2.NoIndex.L002,1.0380970862108791,53.1,13.033,Free-living,Non-saline,Water (non-saline)
864.R001control.lane2.NoIndex,1.1100509806850265,51.024,100.772,Free-living,Non-saline,Soil (non-saline)
1642.MS00509,0.7174175442384392,35.117,138.937,Host-associated,Plant,Plant rhizosphere
1621.N8817,1.0010650859561303,42.444,-76.502,Host-associated,Animal,Animal distal gut
1747.v.rudicollis.44.oral,0.7566687317610112,40.423,-104.709,Host-associated,Animal,Animal secretion
2229.S2.T31.PH1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0172875566407942,-41.9088,148.3213,Host-associated,Plant,Plant surface
925.SH2y,1.3364127345082435,44.567,-110.863,Free-living,Non-saline,Surface (non-saline)
1773.Columb.passer7.gizz,1.2683841100305548,11.035278,63.845556,Host-associated,Animal,Animal proximal gut
1642.MS00617,1.2704229078301013,35.117,138.937,Host-associated,Plant,Plant rhizosphere
1222.B5.5.6.06,1.0485720290912692,60.27,5.22,Free-living,Saline,Water (saline)
1883.2008.347.Crump.Artic.LTREB.main.lane2.NoIndex,0.9944024059319928,68.59688333,-149.60125,Free-living,Non-saline,Surface (non-saline)
1622.UPMain.20.21,1.5215561313919244,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
905.Gullmarsfjord.stations3,1.001330664406991,58.322,11.534,Free-living,Saline,Sediment (saline)
2382.HE003.C181.HA.2.127.root.6.11.lane1.NoIndex.L001.sequences,1.1541862996308023,41.01041,-72.53067,Host-associated,Plant,Plant rhizosphere
1580.P20.C.filt.,1.0035947843183484,17.95435,-67.196183,Free-living,Saline,Hypersaline (saline)
550.L6S17.s.6.sequence,0.4460155119071796,40.015,-105.271,Host-associated,Animal,Animal secretion
2382.SH005.C3.RH.2.458.root.4.12.lane7.NoIndex.L007.sequences,1.0523546590419126,41.01534,-72.52808,Host-associated,Plant,Plant rhizosphere
2382.RU006.C181.RH.5.798.root.9.12.lane7.NoIndex.L007.sequences,1.1015626324153884,41.00943,-72.49403,Host-associated,Plant,Plant rhizosphere
1642.MS00333,0.6755109642540433,35.117,138.937,Host-associated,Plant,Plant rhizosphere
1030.TVF.2004.Loc5.D0.Rep3,1.164216487467361,64.35,-145.64,Free-living,Non-saline,Soil (non-saline)
940.CR.02.Ventral,0.9991713927966416,39.1,-108.36,Host-associated,Animal,Animal surface
1526.Halls8R2,1.2008471852669529,37.471,-110.71,Free-living,Non-saline,Soil (non-saline)
1665.flipper.tag.28,1.0,41.68209,-69.95977,Host-associated,Animal,Animal surface
2382.HE003.C181.HA.2.758.root.9.12.lane7.NoIndex.L007.sequences,1.0516781944148688,41.01036,-72.53056,Host-associated,Plant,Plant rhizosphere
2182.NKF0003,1.0451444379154389,28.54,108.49,Host-associated,Animal,Animal distal gut
1222.B5.5.18.06,1.0499924660732465,60.27,5.22,Free-living,Saline,Water (saline)
1748.5.30.12.P.25.D,0.9117499917923352,40.01,-105.271,Host-associated,Animal,Animal surface
2192.H07a.Nose.3756.lane6.NoIndex.L006,1.0025521524716772,41.88,-87.63,Host-associated,Animal,Animal secretion
1747.DZF.6252012.A.shipping.box,0.9509856112379756,39.74,-104.98,Host-associated,Plant,Plant corpus
1288.MAE11Aug05.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence,0.9956862598537152,37.09,-95.71,Free-living,Non-saline,Water (non-saline)
1674.McG.F110715Ly6R2,1.12519202627117,40.638,-74.074,Free-living,Non-saline,Soil (non-saline)
1774.29Oral22.10.09,0.9603602635277144,-2.4153,-64.9144,Host-associated,Animal,Animal secretion
1453.54323SDZ1.D6.Cguer.stom,0.9546075189262296,32.72,-117.16,Host-associated,Animal,Animal proximal gut
1713.McG.L3K210,1.069641355263682,4.1865,114.017,Free-living,Non-saline,Soil (non-saline)
722.M11Plmr.2.s.2.1.sequence,0.9452343686343287,40.015,-105.271,Host-associated,Animal,Animal surface
662.M23,0.9775697404644476,48.36,-124.57,Free-living,Saline,Surface (saline)
2229.S2.T2.5.HP3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0367444174254807,-43.0077,147.9343,Host-associated,Plant,Plant surface
1774.180.Skin.Puer,0.9496530671075014,18.47,-66.11,Host-associated,Animal,Animal surface
550.L6S59.s.6.sequence,0.8033437033895289,40.015,-105.271,Host-associated,Animal,Animal secretion
1642.MS00430,1.461017706024338,35.117,138.937,Host-associated,Plant,Plant rhizosphere
2192.H07a.Foot.3659.lane6.NoIndex.L006,0.635011862524519,41.88,-87.63,Host-associated,Animal,Animal surface
1622.UPMain.33.34A,1.2805278576605064,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
945.P1.H12.lane2.NoIndex.L002,1.030033953508946,53.167,13.033,Free-living,Non-saline,Water (non-saline)
2229.W2.N1.4.HE3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0.974560072804708,-33.5456,151.3093,Host-associated,Plant,Plant surface
2382.GM.181.R3.root.10.12.lane7.NoIndex.L007.sequences,1.0723277165781124,45.013092,-0.786197,Host-associated,Plant,Plant rhizosphere
2382.SH008.C6.HA.5.348.root.9.11.lane1.NoIndex.L001.sequences,1.04870505331256,41.01441,-72.52852,Host-associated,Plant,Plant rhizosphere
1721.S9M,1.18573214297194,-28.833,153.417,Free-living,Non-saline,Soil (non-saline)
2192.H01a.Nose.66.lane6.NoIndex.L006,0.960675000896675,41.88,-87.63,Host-associated,Animal,Animal secretion
1453.45560SDZ2.D3.Pnem.feces,0.9712072013102376,32.72,-117.16,Host-associated,Animal,Animal proximal gut
722.SV1.6.s.7.1.sequence,1.0764797180087935,31.712,-106.466,Free-living,Non-saline,Soil (non-saline)
945.P3.E2.lane2.NoIndex.L002,1.0049059738675807,53.167,13.033,Free-living,Non-saline,Water (non-saline)
550.L4S26.s.4.sequence,1.0665191117836512,40.015,-105.271,Host-associated,Animal,Animal surface
933.T.1.2.S.E.3,1.1188164971235544,-43.52965,146.95665,Host-associated,Plant,Plant surface
1694.St4F4.Pmoss.Jstar.16s.NoIndex.sequences,0.947797704209492,37.252803,-3.029153,Host-associated,Animal,Animal surface
678.T.RFLP.Sample.780,0.9880994452444964,50.338,-4.148,Free-living,Saline,Sediment (saline)
2192.H04a.Nose.1980.lane6.NoIndex.L006,0.9856255790427544,41.88,-87.63,Host-associated,Animal,Animal secretion
894.YY1111.lane5.NoIndex.L005,0.3303831118186938,-37.53966,145.139673,Host-associated,Animal,Animal distal gut
1774.66BI24.10.09,0.9824205616172051,-2.4153,-64.9144,Host-associated,Animal,Animal surface
2229.S2.T11.PS5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0454761487855515,-42.9509,147.3551,Host-associated,Plant,Plant surface
2192.H05b.Nose.2532.lane5.NoIndex.L005,1.0856774159385147,41.88,-87.63,Host-associated,Animal,Animal secretion
804.3872.1347B,0.7509494266569152,30.124466,-42.118921,Free-living,Saline,Surface (saline)
1632.E5E10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,0.908020989191654,37.34600556,-3.061197222,Host-associated,Animal,Animal surface
2229.S1.N1.6.HP3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0527193622542754,-34.0565,151.1567,Host-associated,Plant,Plant surface
1222.B1.5.7.06,0.9680483162777016,60.27,5.22,Free-living,Saline,Water (saline)
1747.c.v.v.2011012.body,0.963613949984393,40.423,-104.709,Host-associated,Animal,Animal surface
933.N.1.1.H.E.5,1.0667493704636348,-33.9998,151.2467167,Host-associated,Plant,Plant surface
894.UY639.lane3.NoIndex.L003,1.0477742574913769,-37.673563,145.89612,Host-associated,Animal,Animal distal gut
1773.Columb.talpa4.crop,0.9783157147290904,10.461667,66.839444,Host-associated,Animal,Animal proximal gut
2192.H05a.Nose.5008.lane1.NoIndex.L001,0.8899919032428614,41.88,-87.63,Host-associated,Animal,Animal secretion
1774.12.Oral.Puer,1.0169488843730763,18.47,-66.11,Host-associated,Animal,Animal secretion
1288.CBH27June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,1.0136354534517815,37.09,-95.71,Free-living,Non-saline,Water (non-saline)
2229.W1.N22.ES2.Thomas.CMB.Seaweed.lane5.NoIndex.L005,1.0085596653621836,-35.8167,150.2332,Host-associated,Plant,Plant surface
2338.0628.12.E,1.0004207865159045,9.75,-83.75,Host-associated,Animal,Animal distal gut
1694.St1E4.Pmoss.Jstar.16s.NoIndex.sequences,0.8202022224446891,37.209461,-3.022625,Host-associated,Animal,Animal surface
1883.2007.364.Crump.Artic.LTREB.main.lane2.NoIndex,1.1457069512381872,68.633064,-149.62827,Free-living,Non-saline,Sediment (non-saline)
1521.226.6.s.7.1.sequences,1.0388084338247836,46.35,-119.94,Free-living,Non-saline,Water (non-saline)
1453.54167SDZ1.B4.Tfran.ileum,0.8865201116014624,32.72,-117.16,Host-associated,Animal,Animal proximal gut
1642.MS00411,0.9478345887121068,35.117,138.937,Host-associated,Plant,Plant rhizosphere
1711.KFM4.3,1.2170591336085532,0.15,35.52,Free-living,Non-saline,Soil (non-saline)
1235.sp1612,0.9942404681226216,78.933,11.883,Free-living,Saline,Water (saline)
940.CR.55.Fecal,0.9981831770110092,39.1,-108.36,Host-associated,Animal,Animal distal gut
1883.2009.276.Crump.Artic.LTREB.main.lane2.NoIndex,1.2631180932462591,68.59688333,-149.60125,Free-living,Non-saline,Sediment (non-saline)
755.SSFA.L1.3.D30.21.06.11.lane1.NoIndex.L001,1.3221050637981762,55.906,-3.204,Free-living,Non-saline,Soil (non-saline)
1526.Halls4R2,1.1738811688302455,37.472,-110.709,Free-living,Non-saline,Soil (non-saline)
1734.BD.NBS1054,1.0036100792608489,17.746,-88.065,Host-associated,Animal,Animal distal gut
1883.2008.141.Crump.Artic.LTREB.main.lane2.NoIndex,1.0091559962581196,68.632586,-149.600895,Free-living,Non-saline,Sediment (non-saline)
1747.DZF.6132012.TJ.center.basking.rock,0.9544876598702996,39.74,-104.98,Free-living,Non-saline,Surface (non-saline)
722.M11Tong.5.s.6.1.sequence,1.0651520954883993,40.015,-105.271,Host-associated,Animal,Animal secretion
1064.W.CV276,1.002005381105968,18.22,-65.99,Host-associated,Animal,Animal corpus
933.W.2.3.S.E.2,1.0155971857251844,-34.256467,115.00476,Host-associated,Plant,Plant surface
723.AcidLow2.G3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence,1.4677280690257828,78.712,-104.878,Free-living,Saline,Water (saline)
2229.S2.N1.5.HP5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.063298436935942,-33.5995,151.3282,Host-associated,Plant,Plant surface
1580.2CB.sed.D1,1.082580057350217,37.568817,-122.10315,Free-living,Saline,Sediment (saline)
1521.Aphid3.s.7.1.sequences,1.0,19.9,-155.58,Host-associated,Animal,Animal secretion
1064.G.CV11,1.0588638701565891,18.22,-65.99,Host-associated,Animal,Animal corpus
1453.45560SDZ2.E4.Pnem.feces,0.2679701109472791,32.72,-117.16,Host-associated,Animal,Animal proximal gut
1883.2009.143.Crump.Artic.LTREB.main.lane3.NoIndex,1.0697388498378086,68.57366667,-149.5371667,Free-living,Non-saline,Sediment (non-saline)
2382.DPOO1.C1.HA.1.427.rhizo.4.12.lane7.NoIndex.L007.sequences,1.144539268059762,41.02534,-72.46171,Host-associated,Plant,Plant rhizosphere
1197.SE.20101012.GY.D013S.BC.257,1.0696096123721897,27.654381,-88.637922,Free-living,Saline,Sediment (saline)
1521.27.W.s.6.1.sequences,1.0720432080433435,40.02,-105.48,Free-living,Non-saline,Water (non-saline)
2382.SH004.C1.RH.1.401.bulk.4.12.lane7.NoIndex.L007.sequences,1.1199931861435437,41.01498,-72.52846,Free-living,Non-saline,Soil (non-saline)
1453.45661SDZ2.G5.Pnem.stom,0.9650484417325595,32.72,-117.16,Host-associated,Animal,Animal proximal gut
678.T.RFLP.Sample.698,1.2270815932998544,50.338,-4.148,Free-living,Saline,Sediment (saline)
550.L6S194.s.6.sequence,0.6978036622628748,40.015,-105.271,Host-associated,Animal,Animal secretion
925.IL2z,1.7178781433754535,44.531,-110.875,Free-living,Non-saline,Surface (non-saline)
1627.SMXC,1.2339848252297592,34.6,80.25,Free-living,Non-saline,Sediment (non-saline)
678.seasonal.insitu.sample.542,1.0068120734175363,50.338,-4.148,Free-living,Saline,Sediment (saline)
1642.MS00636,1.1911909666412692,35.117,138.937,Host-associated,Plant,Plant rhizosphere
2229.S1.T3.4.HP3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0454804628542682,-41.871,148.3033,Host-associated,Plant,Plant surface
550.L6S257.s.6.sequence,0.7981644068073243,40.015,-105.271,Host-associated,Animal,Animal secretion
933.T.3.3.S.E.2,1.046296930606372,-43.136867,147.969883,Host-associated,Plant,Plant surface
1774.30BI23.10.09,0.995775831616548,-2.4153,-64.9144,Host-associated,Animal,Animal surface
2192.H07b.Hand.4159.lane6.NoIndex.L006,0.9675710026308612,41.88,-87.63,Host-associated,Animal,Animal surface
2192.H05b.Bedroom.Floor.2908.lane1.NoIndex.L001,0.9894628804584934,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
1198.ANT05.S2M2,1.13053361096507,-62.232,-58.655,Free-living,Saline,Sediment (saline)
1526.Stillton7R3,1.1390753635595467,37.502,-110.699,Free-living,Non-saline,Soil (non-saline)
2229.T.B.I.1.HE1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0207088809239346,-33.9907,151.2324,Host-associated,Plant,Plant surface
2382.SH007.C6.RH.3.712.rhizo.9.12.lane7.NoIndex.L007.sequences,1.178143352363992,41.0149,-72.52847,Host-associated,Plant,Plant rhizosphere
905.SA.Station.6.t0,1.0094932848495437,58.22,11.37,Free-living,Saline,Sediment (saline)
2382.SH008.C6.HA.3.338.root.9.11.lane1.NoIndex.L001.sequences,1.1266702440403402,41.01444,-72.5284,Host-associated,Plant,Plant rhizosphere
2192.H03a.Bedroom.Floor.1276.lane5.NoIndex.L005,1.0709244067170387,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
1642.MS00528,1.2845711905372208,35.117,138.937,Host-associated,Plant,Plant rhizosphere
1001.SKB3,1.1513086499670906,33.194,-117.241,Free-living,Non-saline,Soil (non-saline)
925.IK2y,1.0338933339190053,44.531,-110.876,Free-living,Non-saline,Surface (non-saline)
1747.v.rudicollis.44.skin,0.9506172978373344,40.423,-104.709,Host-associated,Animal,Animal surface
925.SC2z,1.481952799629801,44.567,-110.863,Free-living,Non-saline,Surface (non-saline)
1774.359.Oral.Puer,0.9985649950385468,18.47,-66.11,Host-associated,Animal,Animal secretion
1632.E4H01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,0.9598805970149252,37.32654722,-3.059219444,Host-associated,Animal,Animal surface
2229.S2.N13.EH4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.03036780923642,-33.9667,151.257,Host-associated,Plant,Plant surface
1197.SE.20101010.GY.D053S.BC.241,1.1219023708427731,27.651172,-89.282008,Free-living,Saline,Sediment (saline)
1747.DZF.6132012.TJ.tree.in.central.planter.leaves,0.8948920917233246,39.74,-104.98,Host-associated,Plant,Plant corpus
1289.KH46,1.206858220761759,31.078,-97.39,Free-living,Non-saline,Soil (non-saline)
940.GH.07.Oral,1.0466456671041402,39.19,-108.28,Host-associated,Animal,Animal surface
1713.McG.L1N02,1.0291161339306796,4.1865,114.017,Free-living,Non-saline,Soil (non-saline)
1235.sp1028,1.0209071675589068,78.933,11.883,Free-living,Saline,Water (saline)
1694.St1H4.Pmoss.Jstar.16s.NoIndex.sequences,1.0320164658221085,37.221439,-2.948975,Host-associated,Animal,Animal surface
807.B.S.11.b,1.126077249069374,45.942894,-106.949183,Free-living,Non-saline,Sediment (non-saline)
2182.ZF12B,1.142614446591436,40.417,-86.875,Host-associated,Animal,Animal distal gut
1696.VH0024A,0.9678196250840632,1.404,103.791,Host-associated,Animal,Animal distal gut
722.F11Tong.3.s.3.1.sequence,0.9446367391784518,40.015,-105.271,Host-associated,Animal,Animal secretion
2229.S1.T25.EH3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0008246506645897,-43.0077,147.9343,Host-associated,Plant,Plant surface
1642.MS00442,1.3602044831251447,35.117,138.937,Host-associated,Plant,Plant rhizosphere
1235.sp1641,1.0069094929355686,78.933,11.883,Free-living,Saline,Water (saline)
1883.2008.302.Crump.Artic.LTREB.main.lane2.NoIndex,1.3027070568659869,68.601493,-149.579071,Free-living,Non-saline,Sediment (non-saline)
1521.76.W.s.6.1.sequences,1.142431114109142,40.02,-105.48,Free-living,Non-saline,Water (non-saline)
804.LS11.130,0.6443227407882626,44.4216,8.6566,Free-living,Saline,Surface (saline)
1034.CHF11,1.0397717794985413,69.44242,161.7559,Free-living,Non-saline,Soil (non-saline)
1622.UPSub.4.5,1.4173327912780027,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
2382.HE003.C181.HA.1.752.rhizo.9.12.lane7.NoIndex.L007.sequences,1.042768452006519,41.01036,-72.53056,Host-associated,Plant,Plant rhizosphere
1064.G.CJV229,0.9502334982923258,18.22,-65.99,Host-associated,Animal,Animal corpus
1288.TBE20Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,1.1191931386697656,37.09,-95.71,Free-living,Non-saline,Water (non-saline)
945.P5.G2.lane2.NoIndex.L002,0.965188160742792,53.167,13.033,Free-living,Non-saline,Water (non-saline)
1481.PO3.2.T0,1.1571035311224345,40.4,18.07,Host-associated,Animal,Animal distal gut
1694.St3E11.Pmoss.Jstar.16s.NoIndex.sequences,0.8399947671271708,37.252803,-3.029153,Host-associated,Animal,Animal surface
2229.S2.T23.EH5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0015692428403296,-43.1369,147.9699,Host-associated,Plant,Plant surface
1622.UPSub.51.52,0.7461107648930558,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
1064.G.CV239,0.9814812216322648,18.22,-65.99,Host-associated,Animal,Animal corpus
1453.45187SDZ5.A4.Tfran.colon,0.4281913486701871,32.72,-117.16,Host-associated,Animal,Animal proximal gut
2229.S2.N1.6.HP3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0388607044937437,-34.0565,151.1567,Host-associated,Plant,Plant surface
1883.2011.329.Crump.Artic.LTREB.main.lane4.NoIndex,1.2756087119202335,68.60853333,-149.587633,Free-living,Non-saline,Soil (non-saline)
1747.200197.holding.pen2.straw,0.905855963622822,30.47,-81.67,Host-associated,Plant,Plant corpus
1747.c.v.v.2011007.body,1.0414471977581317,40.423,-104.709,Host-associated,Animal,Animal surface
1642.MS00341,0.8254553965785126,35.117,138.937,Host-associated,Plant,Plant rhizosphere
1235.sp1142,1.112292526983988,78.933,11.883,Free-living,Saline,Water (saline)
550.L6S225.s.6.sequence,0.6043595366565984,40.015,-105.271,Host-associated,Animal,Animal secretion
1773.Rhamp.carbo3.gizz,0.2757769241077079,8.878333,70.491111,Host-associated,Animal,Animal proximal gut
1632.E5G08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,1.2399579163182175,37.28771389,-3.002538889,Host-associated,Animal,Animal surface
1883.2007.127.Crump.Artic.LTREB.main.lane2.NoIndex,0.9938268314311368,68.578931,-149.579989,Free-living,Non-saline,Water (non-saline)
1453.54374SDZ1.D7.Tcris.feces,0.953092126282888,32.72,-117.16,Host-associated,Animal,Animal proximal gut
2192.H01a.Kitchen.Light.Switch.27.lane1.NoIndex.L001,0.9284256058860388,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
2192.H06b.Front.Door.Knob.3221.lane2.NoIndex.L002,1.0006014293972003,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
895.Puhimau.soil.3,1.8014708166612663,19.389,-155.251,Free-living,Non-saline,Soil (non-saline)
1714.McG.LA02,1.0059019410204963,2.982,102.313,Free-living,Non-saline,Soil (non-saline)
933.T.2.1.S.E.3,1.0052958392216071,-41.908767,148.321267,Host-associated,Plant,Plant surface
933.W.3.1.S.E.3,1.015326124835437,-30.265983,114.58529,Host-associated,Plant,Plant surface
807.W.F.10.a,1.145279347876995,45.322819,-106.51465,Free-living,Non-saline,Sediment (non-saline)
1242.ME10Oct05EB2R2,1.0316625392611125,43.107,-89.425,Free-living,Non-saline,Water (non-saline)
1711.KFM3.2,1.307821165026028,0.15,35.52,Free-living,Non-saline,Soil (non-saline)
2182.ZX0CN,0.96520850460062,40.417,-86.875,Host-associated,Animal,Animal distal gut
1064.W.CV274,0.8234648189118217,18.22,-65.99,Host-associated,Animal,Animal corpus
